village_id,name,state,lat,lon,elevation_m,temp_c,eto_mm_day,rainfall_jjas_mm,inside_validated_band
ka.geojson:9827,Gudadur M,KA,15.8203,76.28001,640.1,25.29,3.78,318.2,False
ka.geojson:9828,Talugeri,KA,15.80611,76.12273,649.7,24.92,3.64,318.3,False
ka.geojson:9829,Idlapur,KA,15.81704,76.33335,628.7,25.37,3.79,318.2,False
ka.geojson:9830,Narinhal,KA,15.81661,76.39035,560.5,26.13,4.3,318.2,False
ka.geojson:9831,Umlirampur,KA,15.81792,76.407,549.7,26.2,4.31,318.2,False
ka.geojson:9832,Tengunti,KA,15.81095,76.2502,627.6,25.38,3.79,318.2,False
ka.geojson:9833,Chickgonnagar,KA,15.80598,75.96825,648.2,24.93,3.64,318.5,False
ka.geojson:9834,Kalalbandi,KA,15.8013,76.05955,661.4,24.84,3.63,318.3,False
ka.geojson:9835,Mugnoor,KA,15.79675,75.99443,673.0,24.77,3.62,318.4,False
ka.geojson:9836,Varikal,KA,15.79786,75.9442,652.4,24.9,3.64,318.5,False
ka.geojson:9837,Tekkalki,KA,15.8016,76.20079,619.2,25.43,3.8,318.3,False
ka.geojson:9838,Yelbunchi,KA,15.79382,76.02095,678.9,24.73,3.62,318.4,False
ka.geojson:9839,Vithalapur,KA,15.79481,76.36389,589.2,25.63,3.81,318.2,False
ka.geojson:9840,Nandapur,KA,15.79541,76.34632,621.4,25.42,3.79,318.2,False
ka.geojson:9841,Hiremannapur,KA,15.78304,76.27756,624.2,25.4,3.79,318.2,False
ka.geojson:9842,Hanchinhal,KA,15.78727,76.30767,642.4,25.28,3.78,318.2,False
ka.geojson:9843,Kushtagi Rural,KA,15.77383,76.19224,638.7,25.3,3.78,318.3,False
ka.geojson:9844,Nidsesi,KA,15.78223,76.14484,636.3,25.32,3.79,318.3,False
ka.geojson:9845,Hirenandihal,KA,15.77118,76.08039,670.5,24.79,3.63,318.4,False
ka.geojson:9846,Gumgeri,KA,15.77298,76.24426,628.6,25.37,3.79,318.2,False
ka.geojson:9847,Kordakera,KA,15.77624,76.10955,656.0,24.88,3.63,318.4,False
ka.geojson:9848,Parasapur,KA,15.77916,76.05629,682.2,24.71,3.62,318.4,False
ka.geojson:9849,Nawalhalli,KA,15.78095,76.32804,612.2,25.48,3.8,318.2,False
ka.geojson:9850,Bhingikoppa,KA,15.77916,76.03678,689.9,24.66,3.61,318.4,False
ka.geojson:9851,Ganganhal,KA,15.77375,76.25595,619.6,25.43,3.8,318.2,False
ka.geojson:9852,Tawargera,KA,15.75347,76.39371,554.8,26.17,4.3,318.2,False
ka.geojson:9853,Gorvarbenchamatti,KA,15.77447,76.13492,647.6,25.25,3.78,318.3,False
ka.geojson:9854,Bisnhal,KA,15.76958,76.04682,698.3,24.6,3.61,318.5,False
ka.geojson:9855,Kushtagi Mp,KA,15.76548,76.17843,635.5,25.32,3.79,318.3,False
ka.geojson:9856,Donnegudda,KA,15.75908,76.04083,686.5,24.68,3.62,318.5,False
ka.geojson:9857,Kankoppa,KA,15.75812,76.05738,693.7,24.63,3.61,318.5,False
ka.geojson:9858,Kandakur,KA,15.73121,76.2182,635.1,25.33,3.79,318.3,False
ka.geojson:9859,Byalihal,KA,15.75521,76.12593,646.8,25.25,3.78,318.4,False
ka.geojson:9860,Madalgatti,KA,15.74781,76.14927,637.3,25.31,3.78,318.3,False
ka.geojson:9861,Katral,KA,15.73128,75.89827,585.8,25.34,3.67,318.8,False
ka.geojson:9862,Chicknandihal,KA,15.74697,76.10071,665.5,24.82,3.63,318.4,False
ka.geojson:9863,Mayadhunsi,KA,15.75402,76.28716,593.5,25.6,3.81,318.2,False
ka.geojson:9864,Hirebannigol,KA,15.73678,76.07808,673.7,24.77,3.62,318.5,False
ka.geojson:9865,Bandi,KA,15.73272,76.05267,676.8,24.74,3.62,318.5,False
ka.geojson:9866,Huliyapur,KA,15.74125,76.32152,568.1,25.76,3.82,318.2,False
ka.geojson:9867,Kadbalkatti,KA,15.73159,76.06501,678.9,24.73,3.62,318.5,False
ka.geojson:9868,Neerloti,KA,15.74045,76.29437,580.1,25.68,3.82,318.2,False
ka.geojson:9869,Yelburthi,KA,15.72796,76.11837,649.7,24.92,3.64,318.4,False
ka.geojson:9870,Bachinhal,KA,15.74324,76.34714,561.0,25.81,3.83,318.2,False
ka.geojson:9871,Guntamadu,KA,15.73753,76.2702,598.5,25.56,3.81,318.3,False
ka.geojson:9872,Nagarhal,KA,15.73075,76.25693,605.3,25.52,3.8,318.3,False
ka.geojson:9873,Manedhal,KA,15.72145,76.38817,532.9,26.31,4.32,318.2,False
ka.geojson:9874,Chickmukrtinhal,KA,15.73722,76.36509,545.6,25.91,3.84,318.2,False
ka.geojson:9875,Sirgumpi,KA,15.71643,75.89784,590.7,25.3,3.67,318.9,False
ka.geojson:9876,Shakapur,KA,15.72559,76.14777,652.1,25.22,3.78,318.4,False
ka.geojson:9877,Chikbannigol,KA,15.71692,76.08423,662.2,24.84,3.63,318.5,False
ka.geojson:9878,Nerebenchi,KA,15.72325,76.16879,655.3,25.2,3.77,318.3,False
ka.geojson:9879,Sankanur,KA,15.69784,75.88257,594.9,25.28,3.67,319.1,False
ka.geojson:9880,Kurbanhal,KA,15.72172,76.18842,657.2,25.18,3.77,318.3,False
ka.geojson:9881,Jhulkatti,KA,15.71194,76.02878,657.4,24.87,3.63,318.6,False
ka.geojson:9882,Rampur M,KA,15.72548,76.33763,559.3,25.82,3.83,318.3,False
ka.geojson:9883,Budur,KA,15.72024,76.27886,595.2,25.59,3.81,318.3,False
ka.geojson:9884,Hiremukartihal,KA,15.72397,76.34879,549.9,25.88,3.83,318.3,False
ka.geojson:9885,Sidlabhavi,KA,15.71886,76.30029,578.5,25.69,3.82,318.3,False
ka.geojson:9886,Pura,KA,15.70919,76.45572,497.1,26.54,4.34,318.2,False
ka.geojson:9887,Ballutgi,KA,15.69815,76.00127,634.6,25.02,3.64,318.7,False
ka.geojson:9888,Matrangi,KA,15.71299,76.13627,664.3,25.14,3.77,318.4,False
ka.geojson:9889,Konasagar,KA,15.70369,76.08504,671.1,24.78,3.62,318.5,False
ka.geojson:9890,Kalak Bandi,KA,15.70684,76.12232,673.5,24.77,3.62,318.4,False
ka.geojson:9891,Gudadhanamsagar,KA,15.7161,76.31765,573.6,25.73,3.82,318.3,False
ka.geojson:9892,Hire Arlihalli,KA,15.70731,76.16003,667.6,25.12,3.77,318.4,False
ka.geojson:9893,Siddapur,KA,15.71314,76.35587,552.1,25.87,3.83,318.3,False
ka.geojson:9894,Hadagli,KA,15.7092,76.36823,535.7,25.97,3.84,318.3,False
ka.geojson:9895,Kanhal,KA,15.70294,76.43956,507.9,26.47,4.33,318.3,False
ka.geojson:9896,Bassapur,KA,15.69261,76.02767,651.6,24.91,3.63,318.6,False
ka.geojson:9897,Sompur,KA,15.69094,75.90108,602.4,25.23,3.66,319.0,False
ka.geojson:9898,Budkunti,KA,15.701,76.18559,665.8,25.13,3.77,318.4,False
ka.geojson:9899,Putakmari,KA,15.70097,76.20098,661.4,25.16,3.77,318.4,False
ka.geojson:9900,Mettinhal,KA,15.71197,76.40774,517.2,26.41,4.33,318.3,False
ka.geojson:9901,Yeddoni,KA,15.70282,76.2254,635.4,25.32,3.78,318.3,False
ka.geojson:9902,Gule,KA,15.70457,76.25362,613.3,25.47,3.8,318.3,False
ka.geojson:9903,Hiremyageri,KA,15.67241,75.91108,611.9,25.17,3.66,319.0,False
ka.geojson:9904,Hagedhal,KA,15.69069,76.04894,666.2,24.81,3.63,318.5,False
ka.geojson:9905,Chikka Mannapur,KA,15.69772,76.28854,594.5,25.59,3.81,318.3,False
ka.geojson:9906,Bunhatti,KA,15.70691,76.48461,478.7,26.66,4.35,318.2,False
ka.geojson:9907,Nowli,KA,15.67418,76.52073,467.3,26.73,4.36,318.2,False
ka.geojson:9908,Hiretemminhal,KA,15.68828,76.40086,516.8,26.41,4.33,318.3,False
ka.geojson:9909,Yettinhatti,KA,15.69418,76.46596,488.8,26.6,4.34,318.5,False
ka.geojson:9910,Boon Koppa,KA,15.68103,76.05626,657.7,24.87,3.63,318.6,False
ka.geojson:9911,Ningalbandi,KA,15.68155,76.12972,677.5,25.05,3.76,318.5,False
ka.geojson:9912,Lingadhalli,KA,15.68758,76.32782,574.6,25.72,3.82,318.3,False
ka.geojson:9914,Sanganhal,KA,15.68883,76.431,504.0,26.5,4.33,318.3,False
ka.geojson:9915,Vanjabhavi,KA,15.68903,76.25235,613.0,25.47,3.8,318.4,False
ka.geojson:9916,Jarkunti,KA,15.69198,76.18651,668.5,25.11,3.77,318.4,False
ka.geojson:9917,Ganganhal,KA,15.68688,76.41874,509.3,26.46,4.33,318.3,False
ka.geojson:9918,Hulihyder,KA,15.6764,76.3862,528.9,26.33,4.32,318.3,False
ka.geojson:9920,Mudhol,KA,15.64843,75.9426,615.9,25.14,3.65,318.9,False
ka.geojson:9921,Mataldinni,KA,15.66446,76.21077,643.3,25.27,3.78,318.4,False
ka.geojson:9922,Dammur,KA,15.67059,76.07068,656.3,24.88,3.63,318.6,False
ka.geojson:9923,Virupapur,KA,15.68539,76.35902,558.0,25.83,3.83,318.3,False
ka.geojson:9924,Chikka Arlihalli,KA,15.67588,76.19405,659.3,25.17,3.77,318.4,False
ka.geojson:9925,Hosur,KA,15.67438,76.14937,689.9,24.97,3.75,318.5,False
ka.geojson:9926,Biraldinni,KA,15.67606,76.17651,679.2,25.04,3.76,318.5,False
ka.geojson:9927,Vajjar Bandi,KA,15.66552,76.10144,663.2,24.83,3.63,318.5,False
ka.geojson:9928,Tumurguddi,KA,15.66434,76.02753,639.1,24.99,3.64,318.6,False
ka.geojson:9930,Markat,KA,15.67637,76.26572,604.1,25.53,3.8,318.4,False
ka.geojson:9933,Choudapur,KA,15.67835,76.25001,615.7,25.45,3.79,318.4,False
ka.geojson:9934,Kalbhavi,KA,15.66478,76.23314,626.9,25.38,3.79,318.4,False
ka.geojson:9935,Gandhal,KA,15.66128,76.30591,593.1,25.6,3.81,318.4,False
ka.geojson:9936,Layadhunsi,KA,15.66806,76.35951,540.4,25.94,3.84,318.3,False
ka.geojson:9937,Kardona,KA,15.67181,76.48406,475.6,26.68,4.35,318.2,False
ka.geojson:9938,Homminhal,KA,15.66391,76.33324,561.7,25.8,3.83,318.4,False
ka.geojson:9939,Chikoppa,KA,15.65795,75.98607,617.5,25.13,3.65,318.8,False
ka.geojson:9940,Taralkatti,KA,15.65161,76.16305,674.9,25.07,3.76,318.5,False
ka.geojson:9941,Mallapur,KA,15.67356,76.4632,503.9,26.5,4.33,318.2,False
ka.geojson:9942,Talkere,KA,15.66044,76.25952,614.7,25.46,3.8,318.4,False
ka.geojson:9943,Godinal,KA,15.66364,76.42957,509.3,26.46,4.33,318.2,False
ka.geojson:9944,Guddadur,KA,15.66292,76.4496,503.0,26.5,4.33,318.4,False
ka.geojson:9945,Hosgudda,KA,15.66883,76.4125,521.1,26.39,4.32,318.3,False
ka.geojson:9946,Makkahalli,KA,15.64764,76.12855,662.3,25.15,3.77,318.6,False
ka.geojson:9947,Mandalmari,KA,15.6503,76.13869,676.9,25.06,3.76,318.6,False
ka.geojson:9948,Yapaldinni,KA,15.65209,76.18797,662.1,25.15,3.77,318.5,False
ka.geojson:9949,Hosahalli,KA,15.64252,75.99563,614.3,25.15,3.65,318.8,False
ka.geojson:9950,Jarkunti,KA,15.64953,76.06786,635.3,25.01,3.64,318.7,False
ka.geojson:9951,Maranhal,KA,15.64472,76.03712,625.3,25.08,3.65,318.7,False
ka.geojson:9952,Salbhavi,KA,15.64871,76.10762,650.4,24.92,3.63,318.6,False
ka.geojson:9953,Hire Wankal Kunta,KA,15.65271,76.22931,623.6,25.4,3.79,318.5,False
ka.geojson:9954,Yelburga,KA,15.61954,75.99624,599.6,24.83,3.59,319.0,False
ka.geojson:9956,Katgihalli,KA,15.63973,76.27167,615.3,25.46,3.79,318.3,False
ka.geojson:9957,Katapur (Umli),KA,15.65336,76.47354,482.4,26.64,4.35,318.2,False
ka.geojson:9958,Chikwankal Kunta,KA,15.63825,76.22477,636.1,25.32,3.78,318.5,False
ka.geojson:9959,Karmudi,KA,15.61038,75.90411,614.5,24.73,3.58,319.3,False
ka.geojson:9960,Talur,KA,15.63578,76.09091,625.9,25.08,3.65,318.7,False
ka.geojson:9961,Lagalur,KA,15.63898,76.06373,628.1,25.06,3.65,318.8,False
ka.geojson:9962,Uppaldinni,KA,15.63787,76.20839,639.8,25.3,3.78,318.6,False
ka.geojson:9963,Varankhed,KA,15.64418,76.37781,529.8,26.33,4.32,318.2,False
ka.geojson:9964,Madlur,KA,15.6355,76.07509,620.0,25.11,3.65,318.8,False
ka.geojson:9965,Hanmapur,KA,15.63923,76.04911,619.4,25.12,3.65,318.8,False
ka.geojson:9966,Sirwar,KA,15.64207,76.4143,502.5,26.51,4.33,318.2,False
ka.geojson:9967,Nilogal,KA,15.64141,76.19245,646.5,25.25,3.78,318.6,False
ka.geojson:9968,Kudri Kotgi,KA,15.62444,76.0327,607.1,24.78,3.58,318.9,False
ka.geojson:9969,Hongaddi,KA,15.64629,76.33551,559.3,25.82,3.83,319.0,False
ka.geojson:9970,Gouripur,KA,15.63557,76.34332,563.6,25.79,3.82,318.2,False
ka.geojson:9971,Hulegudda,KA,15.62824,76.10913,629.4,25.05,3.64,318.7,False
ka.geojson:9972,Hire Waddarkal,KA,15.62158,76.29912,581.9,25.21,3.65,318.2,False
ka.geojson:9973,Akalkumpi,KA,15.63963,76.4813,496.0,26.55,4.34,318.2,False
ka.geojson:9976,Murdi,KA,15.61107,76.13808,628.8,24.9,3.62,318.8,False
ka.geojson:9977,Narsapur,KA,15.63292,76.15294,654.4,25.2,3.77,318.6,False
ka.geojson:9978,Devlapur,KA,15.63197,76.3174,572.1,25.74,3.82,318.2,False
ka.geojson:9979,Tippanhal,KA,15.63387,76.25834,623.8,25.4,3.79,318.3,False
ka.geojson:9980,Uchalkunti,KA,15.63041,76.23883,632.2,25.35,3.79,318.6,False
ka.geojson:9981,Virapur,KA,15.62568,76.05212,616.3,25.14,3.65,318.8,False
ka.geojson:9982,Geddigera,KA,15.61642,76.07136,607.4,24.78,3.58,318.8,False
ka.geojson:9983,Bailakampur,KA,15.63014,76.36731,537.1,25.96,3.84,318.2,False
ka.geojson:9985,Hursihal,KA,15.61172,76.18516,634.4,24.87,3.62,318.7,False
ka.geojson:9986,Kyad (Kalan),KA,15.63429,76.44832,491.6,26.58,4.34,318.2,False
ka.geojson:9987,Wadderkal (Khurd),KA,15.61875,76.33738,551.8,25.4,3.66,318.2,False
ka.geojson:9989,Sanganhal,KA,15.58991,75.9611,600.2,24.82,3.59,319.4,False
ka.geojson:9990,Kanakapur,KA,15.61952,76.39209,520.0,26.09,4.15,318.2,False
ka.geojson:9991,Basrihal,KA,15.60903,76.36559,526.1,25.57,3.68,318.3,False
ka.geojson:9994,Hanmanhal,KA,15.61899,76.41056,506.3,26.18,4.16,318.2,False
ka.geojson:9995,Hatti,KA,15.62575,76.48922,488.3,26.6,4.34,318.2,False
ka.geojson:9996,Kyad (Khurd),KA,15.62662,76.43539,488.9,26.59,4.34,318.2,False
ka.geojson:9998,Hirebommanhal,KA,15.60803,76.26952,595.6,25.12,3.64,318.3,False
ka.geojson:9999,Gunhalu,KA,15.60044,76.21974,628.0,24.91,3.62,318.6,False
ka.geojson:10000,Bukkanhatti,KA,15.60829,76.24414,623.8,24.94,3.63,318.4,False
ka.geojson:10001,Malaksamudra,KA,15.59254,76.0279,593.8,24.87,3.59,319.1,False
ka.geojson:10002,Katapur (Khalsa),KA,15.60786,76.47276,477.4,26.37,4.18,318.2,False
ka.geojson:10003,Malligwad,KA,15.61676,76.44511,481.8,26.34,4.17,318.2,False
ka.geojson:10004,Chikmyageri,KA,15.58613,76.08957,593.7,24.87,3.59,319.0,False
ka.geojson:10005,Bomchihal,KA,15.60422,76.45287,474.8,26.39,4.18,318.2,False
ka.geojson:10006,Gorvihanchinal,KA,15.60197,76.46044,474.3,26.39,4.18,318.2,False
ka.geojson:10008,Wadki,KA,15.61121,76.50185,473.0,26.4,4.18,318.2,False
ka.geojson:10009,Neerloti,KA,15.60325,76.43159,486.5,26.31,4.17,318.2,False
ka.geojson:10010,Advibhavi,KA,15.59848,76.32028,570.2,25.28,3.65,318.3,False
ka.geojson:10011,Kudgunti,KA,15.58298,76.06012,587.4,24.91,3.59,319.2,False
ka.geojson:10012,Chikbommanhal,KA,15.59464,76.29345,578.9,25.23,3.65,318.3,False
ka.geojson:10013,Kanakgiri,KA,15.5839,76.41719,497.7,26.24,4.16,318.2,False
ka.geojson:10014,Lakmangule,KA,15.57632,76.10768,592.5,24.87,3.59,319.2,False
ka.geojson:10016,Guttur,KA,15.58798,76.13675,606.0,25.05,3.63,319.0,False
ka.geojson:10017,Hulsanhatti,KA,15.58095,76.30047,570.0,25.29,3.65,318.4,False
ka.geojson:10018,Kallur,KA,15.56269,76.01026,579.6,24.96,3.6,319.6,False
ka.geojson:10019,Bandihal,KA,15.56666,75.88427,625.7,24.66,3.57,320.0,False
ka.geojson:10021,Bevoor,KA,15.57572,76.17796,600.5,25.09,3.64,318.4,False
ka.geojson:10022,Somsagar,KA,15.5849,76.35533,530.2,25.54,3.68,318.3,False
ka.geojson:10024,Challari,KA,15.57959,76.26315,596.4,25.11,3.64,318.3,False
ka.geojson:10026,Kalkera,KA,15.58332,76.47304,464.4,26.46,4.18,318.2,False
ka.geojson:10027,Ingaldal,KA,15.58206,76.31847,563.5,25.33,3.66,318.3,False
ka.geojson:10028,Jeeral,KA,15.59002,76.50635,458.4,26.5,4.19,318.2,False
ka.geojson:10029,Achartimmapur,KA,15.56793,76.24736,618.0,24.97,3.63,318.4,False
ka.geojson:10030,Kolihal,KA,15.57429,76.21905,607.1,25.04,3.63,318.4,False
ka.geojson:10031,Vangera,KA,15.5678,76.13225,592.1,25.14,3.64,318.6,False
ka.geojson:10033,Kannermadu,KA,15.57246,76.33999,542.1,25.47,3.67,318.3,False
ka.geojson:10034,Balgera,KA,15.5385,76.03795,573.1,25.0,3.6,321.3,False
ka.geojson:10039,Rajoor,KA,15.53644,75.95913,611.5,24.75,3.58,319.6,False
ka.geojson:10040,Tondihal,KA,15.53263,75.88804,628.3,24.64,3.57,320.7,False
ka.geojson:10042,Parapur,KA,15.56279,76.31518,556.4,25.37,3.66,318.4,False
ka.geojson:10043,Myadneri,KA,15.55756,76.22831,621.6,24.95,3.63,318.5,False
ka.geojson:10045,Budgumpa,KA,15.54679,76.06746,570.7,25.02,3.6,319.4,False
ka.geojson:10046,Ryavanki,KA,15.54503,76.09468,570.8,25.02,3.6,318.6,False
ka.geojson:10048,Uplapur,KA,15.56063,76.28734,580.4,25.22,3.65,318.4,False
ka.geojson:10049,Ganganhal,KA,15.55549,76.29672,565.7,25.31,3.66,318.4,False
ka.geojson:10050,Naglapur,KA,15.54415,76.37166,515.6,25.64,3.68,318.4,False
ka.geojson:10051,Adoor,KA,15.54347,75.93812,615.6,24.72,3.58,320.2,False
ka.geojson:10052,Chiksulikeri,KA,15.5554,76.27144,588.1,25.17,3.64,318.4,False
ka.geojson:10053,Benkanhal,KA,15.56395,76.45734,469.6,26.42,4.18,318.4,False
ka.geojson:10054,Balapur,KA,15.54899,76.1121,579.2,24.96,3.6,318.5,False
ka.geojson:10055,Tippanhal,KA,15.56414,76.4312,478.4,26.37,4.18,318.3,False
ka.geojson:10057,Watparvi,KA,15.54898,76.20719,601.1,25.08,3.64,318.5,False
ka.geojson:10058,Nelgeri,KA,15.54299,76.18622,583.0,25.2,3.65,318.5,False
ka.geojson:10059,Sulekal,KA,15.54699,76.444,469.3,26.42,4.18,318.2,False
ka.geojson:10060,Muslapur,KA,15.5437,76.31297,560.1,25.35,3.66,318.4,False
ka.geojson:10061,Mangalore,KA,15.52531,76.13457,570.2,25.28,3.65,318.7,False
ka.geojson:10062,Rampur,KA,15.55435,76.34261,533.6,25.52,3.67,318.3,False
ka.geojson:10063,Bhairnaikanhalli,KA,15.53646,76.16354,577.8,25.23,3.65,318.6,False
ka.geojson:10064,Hiresulikeri,KA,15.54384,76.25222,615.9,24.99,3.63,318.5,False
ka.geojson:10066,Sidganhalli,KA,15.54154,76.22435,610.3,25.02,3.63,318.5,False
ka.geojson:10069,Battarnarsapur,KA,15.54984,76.48634,450.4,26.55,4.19,318.1,False
ka.geojson:10070,Chanpanhalli,KA,15.53372,76.00582,588.9,24.9,3.59,321.0,False
ka.geojson:10071,Hasgal,KA,15.53229,76.2923,578.2,25.23,3.65,318.4,False
ka.geojson:10072,Dyampur,KA,15.52041,75.94851,617.8,24.71,3.58,320.7,False
ka.geojson:10073,Gudlakampur,KA,15.53341,76.31411,562.9,25.33,3.66,318.4,False
ka.geojson:10074,Obalbanda,KA,15.53748,76.34087,538.6,25.49,3.67,318.4,False
ka.geojson:10075,Bankapur,KA,15.53565,76.41052,503.2,26.2,4.16,318.2,False
ka.geojson:10076,Jalihuda,KA,15.54312,76.35463,523.9,25.59,3.68,318.3,False
ka.geojson:10077,Guldal,KA,15.53986,76.50887,442.3,26.6,4.2,1514.2,False
ka.geojson:10079,Kavalkere,KA,15.52718,76.10872,566.2,25.05,3.6,318.6,False
ka.geojson:10080,Kardigudda,KA,15.53715,76.387,521.0,26.09,4.15,319.0,False
ka.geojson:10081,Medinal (Khurd),KA,15.52878,76.36204,534.1,25.52,3.67,319.0,False
ka.geojson:10082,Hosur,KA,15.52675,76.2647,606.5,25.05,3.63,318.4,False
ka.geojson:10084,Konapur,KA,15.52348,76.02818,575.9,24.98,3.6,318.7,False
ka.geojson:10085,Kuknoor,KA,15.50016,75.96606,603.7,24.8,3.58,319.1,False
ka.geojson:10086,Yadiapur,KA,15.51742,76.06424,561.7,25.07,3.61,318.8,False
ka.geojson:10087,Kakkihalli,KA,15.51376,76.01482,587.2,24.91,3.59,318.5,False
ka.geojson:10088,Kudri Moti,KA,15.51649,76.18952,585.0,25.19,3.64,318.6,False
ka.geojson:10089,Ramdurg,KA,15.51968,76.33277,565.6,25.31,3.66,318.5,False
ka.geojson:10090,Arlihalli,KA,15.53016,76.47136,455.8,26.51,4.19,318.1,False
ka.geojson:10092,Kesakkihanchnal,KA,15.53563,76.4928,445.3,26.58,4.2,480.2,False
ka.geojson:10094,Chilkmukki,KA,15.5234,76.23547,606.3,25.05,3.63,318.5,False
ka.geojson:10095,Harishankerbandi,KA,15.51891,75.99126,599.2,24.83,3.59,319.6,False
ka.geojson:10097,Chiken Koppa,KA,15.5097,75.89527,619.9,24.7,3.57,321.3,False
ka.geojson:10099,Binhal,KA,15.50059,75.86114,621.6,24.51,3.57,321.1,False
ka.geojson:10100,Yarihanchinal,KA,15.47674,75.83901,620.5,24.52,3.57,323.7,False
ka.geojson:10102,Sirur,KA,15.49704,76.08568,555.9,25.11,3.61,319.0,False
ka.geojson:10103,Bomsagar,KA,15.50392,76.30656,617.4,24.98,3.63,318.2,False
ka.geojson:10104,Medinal (Kalan),KA,15.51865,76.37838,513.5,26.14,4.15,318.3,False
ka.geojson:10105,Bedwatti,KA,15.5037,76.06606,562.8,25.07,3.61,318.9,False
ka.geojson:10106,Kesarhatti,KA,15.51938,76.48389,444.2,26.59,4.2,318.2,False
ka.geojson:10108,Vithlapur,KA,15.50834,76.40175,506.9,26.18,4.16,318.3,False
ka.geojson:10109,Tipparasanhalu,KA,15.49996,76.04063,577.8,24.97,3.6,318.9,False
ka.geojson:10110,Arsinkera,KA,15.49686,76.29796,626.0,24.92,3.62,318.3,False
ka.geojson:10111,Metgal,KA,15.50642,76.2617,626.6,24.92,3.62,318.8,False
ka.geojson:10112,Malkanmardi,KA,15.50997,76.45487,468.4,26.43,4.18,318.2,False
ka.geojson:10113,Kodadhal,KA,15.50363,76.2143,584.3,25.19,3.64,318.5,False
ka.geojson:10117,Mallapur,KA,15.51442,76.42778,491.3,26.28,4.17,318.1,False
ka.geojson:10118,Muthalu,KA,15.49508,76.10428,553.1,25.13,3.61,318.9,False
ka.geojson:10119,Chamalapura,KA,15.49901,76.23747,597.3,25.11,3.64,318.7,False
ka.geojson:10120,Gavarhal,KA,15.48403,76.02857,585.1,24.92,3.59,319.2,False
ka.geojson:10121,Gosaldoddi,KA,15.49896,76.24471,606.4,25.05,3.63,318.7,False
ka.geojson:10122,Chendinhal,KA,15.49384,76.20208,575.6,25.25,3.65,318.6,False
ka.geojson:10124,Bhatpanhalli,KA,15.48845,75.92229,607.4,24.78,3.58,319.3,False
ka.geojson:10125,Virapapur,KA,15.48209,75.95998,603.6,24.8,3.58,319.3,False
ka.geojson:10129,Sidnekoppa,KA,15.46794,75.88308,608.9,24.77,3.58,319.4,False
ka.geojson:10130,Kadar Halli,KA,15.49532,76.13597,561.2,25.34,3.66,318.8,False
ka.geojson:10132,Hampasdurg,KA,15.49221,76.33897,607.2,25.04,3.63,318.1,False
ka.geojson:10133,Herur,KA,15.49885,76.49971,438.6,26.62,4.2,318.2,False
ka.geojson:10134,Jinnapur,KA,15.49023,76.25612,612.1,25.01,3.63,320.4,False
ka.geojson:10135,Agoli,KA,15.48161,76.37351,573.7,25.26,3.65,318.3,False
ka.geojson:10136,Chikbeedinhalu,KA,15.48193,76.14497,553.5,25.39,3.66,318.7,False
ka.geojson:10137,Honhunashi,KA,15.48193,76.16214,566.1,25.31,3.65,318.7,False
ka.geojson:10138,Hanmanhatti,KA,15.48856,76.18043,563.1,25.33,3.66,318.6,False
ka.geojson:10139,Goreekoppa,KA,15.48076,75.97561,589.0,24.9,3.59,319.2,False
ka.geojson:10140,Irkalgada,KA,15.48463,76.21734,594.4,25.13,3.64,318.3,False
ka.geojson:10141,Mandalgeri,KA,15.46694,75.9271,599.2,24.83,3.58,319.5,False
ka.geojson:10142,Udamkal,KA,15.49327,76.42636,472.9,26.4,4.18,318.3,False
ka.geojson:10143,Hirebeedinhalu,KA,15.47786,76.12541,556.8,25.37,3.66,318.8,False
ka.geojson:10144,Chendoor,KA,15.46991,76.06104,566.5,25.04,3.6,319.1,False
ka.geojson:10145,Arkeri,KA,15.4655,76.09724,549.5,25.15,3.61,318.9,False
ka.geojson:10146,Venkatagiri,KA,15.47245,76.44211,478.5,26.36,4.17,318.2,False
ka.geojson:10147,Arhal,KA,15.48339,76.47907,456.1,26.51,4.19,318.2,False
ka.geojson:10148,Indargi,KA,15.4565,76.33669,579.4,25.22,3.65,318.3,False
ka.geojson:10149,Gaddi,KA,15.47836,76.40496,519.6,26.1,4.15,318.2,False
ka.geojson:10150,Wadderhatti,KA,15.478,76.19327,567.2,25.3,3.65,318.5,False
ka.geojson:10151,Itagi,KA,15.43107,75.96785,586.1,24.92,3.59,319.8,False
ka.geojson:10152,Masabhanchinhal,KA,15.44409,75.99958,575.0,24.99,3.6,319.5,False
ka.geojson:10153,Nittali,KA,15.45304,76.01876,569.8,25.02,3.6,319.4,False
ka.geojson:10155,Wanballary,KA,15.47316,76.2878,594.7,25.13,3.64,318.1,False
ka.geojson:10157,Benakal,KA,15.45223,76.04092,563.9,25.06,3.6,319.2,False
ka.geojson:10159,Banderhal,KA,15.47549,76.42137,490.1,26.29,4.17,318.2,False
ka.geojson:10160,Hoshalli,KA,15.47147,76.26254,594.6,25.13,3.64,318.2,False
ka.geojson:10162,Budsettinhal,KA,15.46428,76.16733,552.4,25.4,3.66,318.4,False
ka.geojson:10163,Tadkanakapur,KA,15.46491,76.20047,571.4,25.28,3.65,318.4,False
ka.geojson:10164,Yelamgera,KA,15.469,76.2184,591.0,25.15,3.64,318.3,False
ka.geojson:10165,Dasanhal,KA,15.47293,76.4673,447.3,26.57,4.19,318.2,False
ka.geojson:10166,Kinhal,KA,15.45567,76.13718,545.3,25.45,3.67,318.4,False
